0,1,2,credits,imdbId,movieId,overview,popularity,production_countries,release_date,tmdbId,vote_average
83,Once Upon a Time... When We Were Colored (1995),Drama,Tim Reid,114039.0,83.0,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",0.659,United States of America,1996-01-26,146599.0,4.5
84,Last Summer in the Hamptons (1995),Comedy|Drama,Henry Jaglom,113612.0,84.0,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",0.6,,1995-11-22,188588.0,0.0
85,Angels and Insects (1995),Drama|Romance,Philip Haas,112365.0,85.0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",1.579,United Kingdom,1995-09-10,8447.0,6.5
86,White Squall (1996),Adventure|Drama,Ridley Scott,118158.0,86.0,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,6.542000000000002,United States of America,1996-02-02,10534.0,6.3
87,Dunston Checks In (1996),Children's|Comedy,Ken Kwapis,116151.0,87.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",5.634,United States of America,1996-01-12,17414.0,5.1
88,Black Sheep (1996),Comedy,Penelope Spheeris,115697.0,88.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",7.473,United States of America,1996-02-01,13997.0,6.1
89,Nick of Time (1995),Action|Thriller,John Badham,113972.0,89.0,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",7.232,United States of America,1995-11-22,2086.0,6.1
90,"Journey of August King, The (1995)",Drama,John Duigan,113490.0,90.0,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",0.6809999999999999,United States of America,1995-09-14,61548.0,6.7
92,Mary Reilly (1996),Drama|Thriller,Christopher Hampton,117002.0,92.0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",8.435,United States of America,1996-02-23,9095.0,5.8
93,Vampire in Brooklyn (1995),Comedy|Romance,Wes Craven,114825.0,93.0,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",8.523,United States of America,1995-10-26,12158.0,4.7
94,Beautiful Girls (1996),Drama,Ted Demme,115639.0,94.0,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",8.805,United States of America,1996-02-09,9283.0,6.8
95,Broken Arrow (1996),Action|Thriller,Graham Yost,115759.0,95.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",9.506,United States of America,1996-02-09,9208.0,5.9
96,In the Bleak Midwinter (1995),Comedy,Kenneth Branagh,113403.0,96.0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",2.236,United Kingdom,1995-12-01,40154.0,7.5
97,"Hate (Haine, La) (1995)",Drama,Mathieu Kassovitz,113247.0,97.0,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said - a Jew, African, and an Arab - give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point.",10.347,France,1995-05-31,406.0,8.0
98,Shopping (1994),Action|Thriller,Paul W.S. Anderson,111173.0,98.0,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",2.8560000000000003,United Kingdom,1994-12-06,45549.0,6.1
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Nick Broomfield,113283.0,99.0,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.741,United Kingdom,1995-12-27,63076.0,7.4
100,City Hall (1996),Drama|Thriller,Harold Becker,115907.0,100.0,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",7.466,United States of America,1996-02-16,11062.0,6.1
101,Bottle Rocket (1996),Comedy,Wes Anderson,115734.0,101.0,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",8.085,United States of America,1996-02-21,13685.0,6.8
102,Mr. Wrong (1996),Comedy,Nick Castle,117102.0,102.0,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",3.092,United States of America,1996-02-16,47475.0,3.9
103,Unforgettable (1996),Thriller,John Dahl,118040.0,103.0,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",4.875,United States of America,1996-02-23,2045.0,5.6
104,Happy Gilmore (1996),Comedy,Dennis Dugan,116483.0,104.0,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",10.535,United States of America,1996-02-16,9614.0,6.5
